2017/12/15,1096.5,6966,1500.5,3782,3672
2017/12/18,1101.5,7162,1510.5,3830,3712
2017/12/19,1107.5,7194,1505.5,3889,3742
2017/12/20,1111.5,7250,1505,3890,3478
2017/12/21,1117,7288,1498.5,3894,3508
2017/12/22,1120.5,7282,1501.5,3899,3538
2017/12/25,1128,7282,1501,3929,3530
2017/12/26,1127.5,7253,1498,3910,3550
2017/12/27,1127,7274,1515,3895,3585
2017/12/28,1124.5,7221,1508,3866,3571
2017/12/29,1123.5,7213,1511.5,3862,3583
2018/1/4,1134,7413,1537.5,3986,3613
2018/1/5,1149,7552,1562.5,4021,3690
2018/1/9,1156.5,7541,1573,4010,3679
2018/1/10,1156.5,7706,1584,4102,3690
2018/1/11,1157.5,7629,1583.5,4026,3712
2018/1/12,1148.5,7578,1579.5,3968,3692
2018/1/15,1150,7653,1574.5,3981,3710
2018/1/16,1154.5,7733,1589,3989,3807
2018/1/17,1149.5,7782,1586,4019,3791
2018/1/18,1145.5,7698,1571.5,3977,3767
2018/1/19,1154,7739,1569.5,4003,3751
2018/1/22,1163,7679,1582,3980,3775
2018/1/23,1176,7740,1586.5,4052,3794
2018/1/24,1172.5,7673,1596,3994,3737
2018/1/25,1169,7594,1575.5,3942,3681
2018/1/26,1182,7608,1560,3933,3681
2018/1/29,1193.5,7643,1566,3947,3665
2018/1/30,1176,7629,1553.5,3925,3649
2018/1/31,1163.5,7480,1529.5,3826,3618
2018/2/1,1171,7618,1535.5,3859,3655
2018/2/2,1173,7626,1549,3890,3648
2018/2/5,1169.5,7501,1540.5,3971,3635
2018/2/6,1151,7286,1505,3810,3580
2018/2/7,1152,7372,1514.5,3840,3615
2018/2/8,1163.5,7551,1513,3873,3720
2018/2/9,1127.5,7465,1512,3795,3781
2018/2/13,1117.5,7276,1515,3730,3748
2018/2/14,1111,7122,1487.5,3687,3683
2018/2/15,1113,7142,1476,3734,3699
2018/2/16,1115.5,7208,1470.5,3774,3684
2018/2/19,1127,7379,1505,3851,3768
2018/2/20,1117,7291,1501,3785,3738
2018/2/21,1121.5,7300,1498.5,3847,3729
2018/2/22,1112,7235,1471,3807,3687
2018/2/23,1119.5,7283,1486.5,3845,3755
2018/2/26,1129,7323,1504.5,3893,3778
2018/2/27,1132.5,7379,1517.5,3972,3819
2018/2/28,1125,7235,1496.5,3885,3780
2018/3/1,1120.5,7084,1474.5,3831,3727
2018/3/2,1105,6916,1431.5,3686,3648
2018/3/5,1108.5,6816,1414.5,3609,3608
2018/3/6,1112.5,6882,1415,3666,3618
2018/3/7,1105,6797,1392,3634,3607
2018/3/8,1113.5,6815,1388.5,3666,3618
2018/3/9,1112,6791,1377.5,3623,3636
2018/3/12,1130.5,6958,1397.5,3739,3665
2018/3/13,1130,6969,1399,3708,3663
2018/3/14,1125.5,6939,1403,3687,3646
2018/3/15,1122,6931,1412.5,3694,3676
2018/3/16,1123.5,6884,1414.5,3678,3624
2018/3/19,1113,6827,1406,3639,3605
2018/3/20,1119.5,6853,1420.5,3642,3616
2018/3/22,1116,6846,1431,3664,3619
2018/3/23,1105,6603,1386,3471,3477
2018/3/26,1105,6642,1386,3487,3482
2018/3/27,1130,6891,1409,3616,3562
2018/3/28,1099.5,6862,1399,3654,3475
2018/3/29,1094.5,6842,1409.5,3641,3489
2018/3/30,1104,6825,1406.5,3660,3487
2018/4/2,1103.5,6779,1405.5,3642,3519
2018/4/3,1098,6730,1398.5,3615,3514
2018/4/4,1109,6739,1417.5,3662,3576
2018/4/5,1108.5,6750,1404,3701,3593
2018/4/6,1115.5,6728,1420,3681,3590
2018/4/9,1118,6741,1429,3688,3571
2018/4/10,1126,6838,1440.5,3784,3593
2018/4/11,1122,6845,1458,3782,3592
2018/4/12,1122,6873,1446,3735,3536
2018/4/13,1125,6910,1458.5,3773,3576
2018/4/16,1129,6936,1460,3782,3577
2018/4/17,1128.5,6892,1459,3757,3599
2018/4/18,1133.5,6937,1466.5,3717,3605
2018/4/19,1135.5,6923,1475.5,3691,3524
2018/4/20,1135,6957,1472,3682,3514
2018/4/23,1135,6970,1478,3675,3542
2018/4/24,1148,7110,1498,3740,3616
2018/4/25,1153,7168,1509.5,3785,3616
2018/4/26,1155,7169,1525,3797,3663
2018/4/27,1151.5,7181,1521.5,3767,3679
2018/5/1,1151.5,7195,1499,3730,3722
2018/5/2,1127.5,7165,1464,3641,3717
2018/5/7,1126.5,7201,1457.5,3619,3684
2018/5/8,1113,7155,1462,3630,3676
2018/5/9,1099,7424,1452.5,3547,3662
2018/5/10,1110.5,7592,1448.5,3550,3692
2018/5/11,1111,7543,1463.5,3623,3607
2018/5/14,1116,7560,1451,3664,3568
2018/5/15,1125.5,7514,1447.5,3645,3550
2018/5/16,1133.5,7551,1457,3640,3559
2018/5/17,1137,7555,1469,3659,3555
2018/5/18,1146,7571,1471,3705,3564
2018/5/21,1144,7562,1483.5,3689,3559
2018/5/22,1144,7527,1486.5,3693,3580
2018/5/23,1138.5,7435,1476.5,3655,3583
2018/5/24,1118.5,7208,1399.5,3531,3494
2018/5/25,1116,7115,1403,3498,3457
2018/5/28,1108,7052,1410,3537,3449
2018/5/29,1108.5,6976,1400,3535,3451
2018/5/30,1085,6841,1371,3418,3406
2018/5/31,1080.5,6921,1370,3447,3330
2018/6/1,1077,7122,1386,3466,3365
2018/6/4,1098.5,7401,1406.5,3549,3444
2018/6/5,1086,7345,1407.5,3509,3437
2018/6/6,1091.5,7474,1409.5,3510,3389
2018/6/7,1103,7527,1429,3536,3466
2018/6/8,1094,7480,1422.5,3517,3420
2018/6/11,1099.5,7492,1409.5,3575,3403
2018/6/12,1101,7397,1416.5,3555,3405
2018/6/13,1104.5,7496,1429.5,3598,3421
2018/6/14,1090,7429,1417,3544,3396
2018/6/15,1091,7562,1425,3533,3389
2018/6/18,1083,7530,1412,3487,3338
2018/6/19,1076,7470,1385,3433,3341
2018/6/20,1081,7448,1383.5,3421,3341
2018/6/21,1079,7396,1378.5,3409,3349
2018/6/22,1078.5,7199,1368.5,3342,3280
2018/6/25,1067.5,7091,1353.5,3310,3184
2018/6/26,1070.5,7081,1361.5,3319,3201
2018/6/27,1072,7039,1352,3225,3207
2018/6/28,1074.5,7116,1358.5,3229,3233
2018/6/29,1078,7170,1360,3253,3225
2018/7/2,1053,7068,1344,3194,3169
2018/7/3,1043,7075,1330.5,3210,3132
2018/7/4,1045.5,7098,1322.5,3188,3117
2018/7/5,1042,7086,1329,3184,3135
2018/7/6,1051.5,7162,1326,3228,3173
2018/7/9,1003.5,7210,1328,3240,3197
2018/7/10,1041.5,7151,1332,3273,3168
2018/7/11,1020,7132,1317,3238,3117
2018/7/12,1022,7234,1324.5,3259,3120
2018/7/13,1028.5,7278,1327.5,3292,3125
2018/7/17,1037,7373,1349.5,3323,3179
2018/7/18,1038.5,7473,1368.5,3332,3218
2018/7/19,1039.5,7457,1363.5,3323,3201
2018/7/20,1034.5,7440,1372,3292,3202
2018/7/23,1027.5,7311,1353,3253,3183
2018/7/24,1032,7365,1362.5,3293,3204
2018/7/25,1035,7323,1364,3327,3215
2018/7/26,1039,7384,1373.5,3343,3231
2018/7/27,1036.5,7456,1375.5,3365,3242
2018/7/30,1055,7493,1386.5,3374,3255
2018/7/31,1055.5,7305,1390,3355,3254
2018/8/1,1064,7399,1394.5,3454,3283
2018/8/2,1047,7282,1345.5,3355,3253
2018/8/3,1043,7220,1333.5,3380,3266
2018/8/6,1049,7133,1336,3392,3232
2018/8/7,1055,7146,1344,3427,3342
2018/8/8,1054,7061,1344.5,3425,3321
2018/8/9,1045.5,6990,1327,3381,3337
2018/8/10,1042,6951,1320,3368,3319
2018/8/13,1030,6805,1294,3272,3260
2018/8/14,1037.5,6864,1298.5,3336,3291
2018/8/15,1033.5,6815,1287.5,3286,3303
2018/8/16,1040,6775,1284.5,3292,3306
2018/8/17,1038,6803,1287,3313,3343
2018/8/20,1040,6760,1279,3314,3338
2018/8/21,1042.5,6724,1274.5,3321,3309
2018/8/22,1057,6879,1296.5,3384,3376
2018/8/23,1036,6802,1289,3318,3338
2018/8/24,1031.5,6830,1272.5,3290,3320
2018/8/27,1039,6966,1287,3335,3320
2018/8/28,1052.5,7026,1309,3377,3347
2018/8/29,1052,7070,1303.5,3395,3340
2018/8/30,1048,7003,1290,3356,3312
2018/8/31,1040,6930,1288.5,3292,3301
2018/9/3,1037,6816,1271.5,3256,3265
2018/9/4,1040.5,6773,1259,3218,3217
2018/9/5,1030,6721,1244,3184,3171
2018/9/6,1027.5,6667,1247,3183,3166
2018/9/7,1021,6596,1232,3173,3089
2018/9/10,1025,6594,1235,3159,3073
2018/9/11,1036.5,6700,1235.5,3174,3061
2018/9/12,1028,6661,1238,3117,3059
2018/9/13,1045.5,6783,1263,3178,3103
2018/9/14,1060,6848,1287,3217,3165
2018/9/18,1074,6960,1310,3284,3231
2018/9/19,1086.5,7019,1322.5,3383,3269
2018/9/20,1090.5,6979,1334,3418,3308
2018/9/21,1105.5,7000,1359,3491,3370
2018/9/25,1100,7122,1353,3516,3400
2018/9/26,1054.5,7030,1334,3427,3316
2018/9/27,1053.5,7008,1340,3407,3403
2018/9/28,1063.5,7095,1364,3439,3480
2018/10/1,1051.5,7060,1358.5,3434,3407
2018/10/2,1056.5,7175,1364.5,3486,3418
2018/10/3,1034.5,6964,1337,3338,3404
2018/10/4,1038.5,7005,1341.5,3346,3474
2018/10/5,1037,7002,1341.5,3326,3454
2018/10/9,1029,6786,1320.5,3223,3372
2018/10/10,1029,6760,1306,3207,3338
2018/10/11,1007,6597,1286,3085,3240
2018/10/12,1007,6608,1286.5,3092,3266
2018/10/15,1000.5,6450,1268,3011,3226
2018/10/16,1010.5,6522,1281,3068,3280
2018/10/17,1009.5,6612,1287,3097,3326
2018/10/18,1006.5,6641,1279,3094,3303
2018/10/19,1001.5,6577,1268.5,3065,3291
2018/10/22,1003.5,6549,1266,3078,3295
2018/10/23,994,6544,1247,3011,3235
2018/10/24,998.3,6578,1248,3019,3008
2018/10/25,979.7,6402,1212,2926.5,2990
2018/10/26,990.9,6534,1192,2977.5,3014
2018/10/29,994.3,6426,1190,2985,3006
2018/10/30,1009,6485,1200,3044,3012
2018/10/31,1027.5,6615,1224,3241,3053
2018/11/1,1024.5,6576,1215.5,3251,3050
2018/11/2,1027.5,6557,1228,3248,3048
2018/11/5,1016.5,6494,1214,3216,2895.5
2018/11/6,1032.5,6630,1229.5,3317,2947
2018/11/7,1021,6639,1220,3229,2886
2018/11/8,1030,6686,1227,3264,2829.5
2018/11/9,1027,6696,1212,3280,2718.5
2018/11/12,1029,6709,1204.5,3282,2674.5
2018/11/13,1008.5,6545,1183,3210,2602
2018/11/14,1022.5,6667,1209.5,3223,2674.5
2018/11/15,1015.5,6640,1208,3206,2630.5
2018/11/16,1010,6591,1186.5,3184,2532.5
2018/11/19,1005.5,6612,1179.5,3179,2526.5
2018/11/20,950.7,6717,1178.5,3166,2551
2018/11/21,954.1,6715,1163,3146,2581.5
2018/11/22,961.5,6821,1178,3158,2611
2018/11/26,978.4,6805,1199,3158,2620
2018/11/27,975.7,6927,1219,3205,2603.5
2018/11/28,971.5,6866,1219.5,3161,2573
2018/11/29,984.7,6894,1227,3142,2575
2018/11/30,994.3,6803,1210,3202,2523
2018/12/3,1006.5,7032,1249.5,3269,2607
2018/12/4,994.6,6911,1235,3191,2555.5
2018/12/5,995.2,6910,1228.5,3115,2532
2018/12/6,973.5,6876,1223.5,3079,2505
2018/12/7,973.3,6858,1240.5,3086,2527
2018/12/10,945,6820,1220.5,3033,2462
2018/12/11,915.7,6745,1204.5,3021,2402
2018/12/12,924.4,6895,1227,3082,2485
2018/12/13,937,6870,1259.5,3114,2530
2018/12/14,932.5,6829,1241,3054,2480.5
2018/12/17,929.9,6840,1232.5,3050,2465.5
2018/12/18,927.9,6775,1229.5,3028,2457.5
2018/12/19,921.5,6762,1233.5,3047,2458
2018/12/20,901.3,6629,1200.5,2964,2371
2018/12/21,882.9,6416,1178,2921.5,2366
2018/12/25,838.1,6079,1083,2756,2210.5
2018/12/26,856.9,6146,1085.5,2781.5,2272.5
2018/12/27,884.8,6415,1142.5,2896.5,2392.5
2018/12/28,880.3,6406,1135,2894.5,2360
2019/1/4,869.8,6346,1109.5,2882.5,2242.5
2019/1/7,893.1,6546,1147,2989,2327
2019/1/8,895,6626,1172.5,3084,2355.5
2019/1/9,898.2,6677,1186.5,3124,2398
2019/1/10,897.8,6704,1173,3095,2390.5
2019/1/11,905.5,6821,1183.5,3170,2419
2019/1/15,903.7,6892,1167,3219,2446.5
2019/1/16,906.3,6844,1166,3210,2497
2019/1/17,907.1,6790,1170.5,3206,2506.5
2019/1/18,913.5,6798,1190,3215,2535
2019/1/21,917.5,6817,1211,3243,2566
2019/1/22,913.8,6784,1204.5,3239,2557.5
2019/1/23,910.3,6720,1194.5,3232,2469.5
2019/1/24,905.5,6725,1206,3234,2487
2019/1/25,927.7,6764,1216,3283,2503.5
2019/1/28,920.3,6689,1210.5,3250,2502.5
2019/1/29,918.5,6676,1196,3245,2530
2019/1/30,913.6,6639,1190,3241,2511
2019/1/31,926.8,6675,1199,3249,2552
2019/2/1,925.3,6655,1201,3245,2535
2019/2/4,933.3,6726,1219,3132,2552.5
2019/2/5,930.9,6752,1215,3054,2540
2019/2/6,930.3,6703,1222,3035,2544.5
2019/2/7,928.1,6575,1300,3002,2697.5
2019/2/8,914.3,6449,1260,2926.5,2655
2019/2/12,931.4,6605,1294,2950,2809.5
2019/2/13,938.3,6625,1307,3001,2807
2019/2/14,944,6618,1296.5,3041,2779
2019/2/15,935,6605,1272.5,2972.5,2793.5
2019/2/18,948.1,6655,1283.5,3003,2853
2019/2/19,945.4,6697,1278.5,3014,2865
2019/2/20,948,6790,1290,3033,2823
2019/2/21,948.6,6731,1289.5,3103,2819.5
2019/2/22,947.6,6720,1286.5,3125,2822.5
2019/2/25,952.8,6774,1298,3151,2844
2019/2/26,958,6795,1302.5,3154,2842
2019/2/27,966.2,6780,1312.5,3176,2846
2019/2/28,962.4,6697,1307.5,3153,2826.5
2019/3/1,963.3,6688,1319.5,3155,2830
2019/3/4,962.5,6628,1307.5,3114,2863
2019/3/5,940.1,6608,1279,3092,2804.5
2019/3/6,938.2,6594,1277.5,3096,2761
2019/3/7,918.9,6584,1251.5,3046,2692.5
2019/3/8,911.5,6531,1221.5,2991.5,2618.5
2019/3/11,921.6,6578,1224.5,3013,2658.5
2019/3/12,930.7,6618,1247.5,3047,2666.5
2019/3/13,929.3,6585,1230,3022,2628
2019/3/14,930.9,6543,1228,3023,2663
2019/3/15,938.5,6615,1238,3057,2686
2019/3/18,950.4,6650,1258,3056,2716
2019/3/19,952,6663,1251.5,3076,2708
2019/3/20,951.4,6721,1256,3090,2712
2019/3/22,957.3,6753,1264.5,3054,2736
